Sport,Home,Away,Date/Time,Score,Status,ScrapedAt
,Football,Cincinnati Moeller (OH),Cincinnati St Xavier (OH),45-37,Processed,2025-02-01T18:17:27.135144
,Football,Clarkston Everest Collegiate,Allen Park Cabrini,45-0,Processed,2025-02-01T18:17:27.183761
,Football,Cleveland Heights (OH),Mentor (OH),27-35,Processed,2025-02-01T18:17:27.225850
,Football,Clinton Township Clintondale,New Haven,62-20,Processed,2025-02-01T18:17:27.271095
,Football,Clio,Goodrich,8-64,Processed,2025-02-01T18:17:27.314071
,Football,Coloma,Saugatuck,22-45,Processed,2025-02-01T18:17:27.358073
,Football,Constantine,South Haven,28-22,Processed,2025-02-01T18:17:27.400157
,Football,Corunna,Owosso,48-13,Processed,2025-02-01T18:17:27.440158
,Football,Dansville,Pewamo-Westphalia,0-47,Processed,2025-02-01T18:17:27.480996
,Football,Davison,Saginaw Heritage,45-22,Processed,2025-02-01T18:17:27.522996
,Football,Dearborn,Belleville,22-49,Processed,2025-02-01T18:17:27.563513
,Football,Dearborn Divine Child,Detroit Country Day,23-6,Processed,2025-02-01T18:17:27.605513
,Football,Dearborn Edsel Ford,Trenton,0-42,Processed,2025-02-01T18:17:27.644513
,Football,Dearborn Heights Annapolis,Redford Thurston,0-36,Processed,2025-02-01T18:17:27.684214
,Football,Dearborn Heights Crestwood,Garden City,10-16,Processed,2025-02-01T18:17:27.723212
,Football,Dearborn Heights Robichaud,Redford Union,8-20,Processed,2025-02-01T18:17:27.762730
,Football,Detroit Cass Tech,Detroit Martin Luther King,12-18 (OT),Processed,2025-02-01T18:17:27.803729
,Football,Detroit Central,Detroit Communication Media Arts,64-0,Processed,2025-02-01T18:17:27.843729
,Football,Detroit Douglass,Detroit Osborn,12-36,Processed,2025-02-01T18:17:27.887247
,Football,Detroit Loyola,Macomb Lutheran North,6-21,Processed,2025-02-01T18:17:27.930247
,Football,Detroit Old Redford,Detroit Leadership Academy,34-18,Processed,2025-02-01T18:17:27.972048
,Football,Detroit U of D Jesuit,Jackson Lumen Christi,13-42,Processed,2025-02-01T18:17:28.014048
,Football,Detroit Western,Detroit Renaissance,14-36,Processed,2025-02-01T18:17:28.057053
,Football,DeWitt,Hurricane (WV),70-63,Processed,2025-02-01T18:17:28.098567
,Football,East Grand Rapids,Grand Rapids Northview,27-31,Processed,2025-02-01T18:17:28.142562
,Football,East Jordan,Charlevoix,20-26,Processed,2025-02-01T18:17:28.185081
,Football,Eastpointe,St Clair,0-49,Processed,2025-02-01T18:17:28.224537
,Football,Eaton Rapids,Lansing Catholic,3-58,Processed,2025-02-01T18:17:28.267657
,Football,Ecorse,Warren Michigan Collegiate,0-42,Processed,2025-02-01T18:17:28.309060
,Football,Edon (OH),Ottawa Lake Whiteford,50-20,Processed,2025-02-01T18:17:28.349365
,Football,Edwardsburg,Three Rivers,32-0,Processed,2025-02-01T18:17:28.391879
,Football,Elk Rapids,Oscoda,0-20,Processed,2025-02-01T18:17:28.433017
,Football,Elkton-Pigeon-Bay Port Laker,Caro,43-0,Processed,2025-02-01T18:17:28.476815
,Football,Escanaba,Sault Ste Marie,45-0,Processed,2025-02-01T18:17:28.518110
,Football,Essexville Garber,Frankenmuth,0-51,Processed,2025-02-01T18:17:28.560617
,Football,Evart,LeRoy Pine River,49-20,Processed,2025-02-01T18:17:28.603624
,Football,Farmington,Troy Athens,36-10,Processed,2025-02-01T18:17:28.645829
,Football,Farwell,St Louis,6-31,Processed,2025-02-01T18:17:28.688645
,Football,Fenton,Holly,24-7,Processed,2025-02-01T18:17:28.727645
,Football,Ferndale,Berkley,30-20,Processed,2025-02-01T18:17:28.768509
,Football,Flint Beecher,Genesee,30-28,Processed,2025-02-01T18:17:28.808505
,Football,Flint Carman-Ainsworth,Lapeer,8-36,Processed,2025-02-01T18:17:28.847511
,Football,"Youth Night
Flint Kearsley",Swartz Creek,14-31,Processed,2025-02-01T18:17:28.892027
,Football,Flint Powers Catholic,Freeland,6-61,Processed,2025-02-01T18:17:28.935028
,Football,Flint Southwestern,Saginaw United,6-45,Processed,2025-02-01T18:17:28.976544
,Football,Flushing,Linden,13-14,Processed,2025-02-01T18:17:29.019545
,Football,Fowlerville,Williamston,14-38,Processed,2025-02-01T18:17:29.074064
,Football,Fraser,Port Huron,8-27,Processed,2025-02-01T18:17:29.127063
,Football,Galesburg-Augusta,Schoolcraft,0-49,Processed,2025-02-01T18:17:29.169882
,Football,Gladwin,Clare,21-26,Processed,2025-02-01T18:17:29.209133
,Football,Grand Haven,Caledonia,28-36,Processed,2025-02-01T18:17:29.250409
,Football,Grand Ledge,Holt,28-7,Processed,2025-02-01T18:17:29.292076
,Football,Grand Rapids Catholic Central,Middleville Thornapple Kellogg,41-6,Processed,2025-02-01T18:17:29.335237
,Football,Grand Rapids Ottawa Hills,Holland Christian,8-51,Processed,2025-02-01T18:17:29.378761
,Football,Grand Rapids South Christian,Wyoming,42-6,Processed,2025-02-01T18:17:29.423788
,Football,Grand Rapids West Catholic,Spring Lake,28-25,Processed,2025-02-01T18:17:29.464219
,Football,Grant,Fremont,6-41,Processed,2025-02-01T18:17:29.509903
,Football,Grass Lake,East Jackson,70-0,Processed,2025-02-01T18:17:29.553584
,Football,Grayling,Traverse City St Francis,7-40,Processed,2025-02-01T18:17:29.597524
,Football,Grosse Pointe North,Sterling Heights,42-0,Processed,2025-02-01T18:17:29.639110
,Football,Grosse Pointe Woods University Liggett,Bloomfield Hills Cranbrook Kingswood,30-14,Processed,2025-02-01T18:17:29.681632
,Football,Gwinn,Bark River-Harris,0-48,Processed,2025-02-01T18:17:29.723218
,Football,Hamilton,Wayland,35-0,Processed,2025-02-01T18:17:29.762734
,Football,Hamilton St Thomas More (CN),Hamilton Bishop Tonnos (CN),24-25,Processed,2025-02-01T18:17:29.804142
,Football,Hammond Morton (IN),Gary Calumet (IN),52-0,Processed,2025-02-01T18:17:29.843142
,Football,Hancock,Gladstone,20-36,Processed,2025-02-01T18:17:29.883660
,Football,Harbor Beach,Vassar,43-0,Processed,2025-02-01T18:17:29.925660
,Football,Harbor Springs,Mancelona,20-44,Processed,2025-02-01T18:17:29.969177
,Football,Harper Woods,Rochester Hills Stoney Creek,28-21,Processed,2025-02-01T18:17:30.012176
,Football,Harrison Township L'Anse Creuse,Grosse Pointe South,0-33,Processed,2025-02-01T18:17:30.055563
,Football,Haslett,Mason,24-30 (OT),Processed,2025-02-01T18:17:30.098228
,Football,Hastings,Parma Western,37-17,Processed,2025-02-01T18:17:30.144228
,Football,Hazel Park,Clawson,46-14,Processed,2025-02-01T18:17:30.189499
,Football,Hesperia,North Muskegon,7-42,Processed,2025-02-01T18:17:30.236391
,Football,Holland West Ottawa,East Kentwood,7-21,Processed,2025-02-01T18:17:30.282498
,Football,Homer,Vandercook Lake,36-18,Processed,2025-02-01T18:17:30.325498
,Football,Hopkins,Wyoming Kelloggsville,35-0,Processed,2025-02-01T18:17:30.366015
,Football,Houghton,Ishpeming Westwood,39-8,Processed,2025-02-01T18:17:30.407190
,Football,Howell,Plymouth,48-17,Processed,2025-02-01T18:17:30.448196
,Football,Hudsonville,Rockford,28-21,Processed,2025-02-01T18:17:30.489704
,Football,Hudsonville Unity Christian,Grand Rapids Forest Hills Central,43-20,Processed,2025-02-01T18:17:30.529706
,Football,Ida,Hillsdale,48-6,Processed,2025-02-01T18:17:30.570225
,Football,Imlay City,Yale,13-38,Processed,2025-02-01T18:17:30.610224
,Football,Jackson Northwest,Coldwater,24-20,Processed,2025-02-01T18:17:30.650229
,Football,Jenison,Grandville,35-46,Processed,2025-02-01T18:17:30.692939
,Football,Johannesburg-Lewiston,Frankfort,0-44,Processed,2025-02-01T18:17:30.734941
,Football,Jonesville,Hanover-Horton,18-21,Processed,2025-02-01T18:17:30.774457
,Football,Kalamazoo Central,Stevensville Lakeshore,41-37,Processed,2025-02-01T18:17:30.813457
,Football,"Kalamazoo Hackett Catholic Prep
Homecoming",Allegan,47-0,Processed,2025-02-01T18:17:30.854462
,Football,Kalamazoo Loy Norrix,Mattawan,22-51,Processed,2025-02-01T18:17:30.898262
,Football,Kalkaska,Cheboygan,17-21,Processed,2025-02-01T18:17:30.941262
,Football,Kent City,Hart,30-6,Processed,2025-02-01T18:17:30.983777
,Football,Kewaunee (WI),Mishicot (WI),35-14,Processed,2025-02-01T18:17:31.025777
,Football,Kingsford,Negaunee,29-27,Processed,2025-02-01T18:17:31.069293
,Football,Kingsley,Boyne City,26-20,Processed,2025-02-01T18:17:31.115294
,Football,Laingsburg,Potterville,21-49,Processed,2025-02-01T18:17:31.158299
,Football,Lake City,Manton,22-24,Processed,2025-02-01T18:17:31.203811
,Football,Lake Odessa Lakewood,Portland,0-42,Processed,2025-02-01T18:17:31.249815
,Football,L'Anse,Manistique,8-43,Processed,2025-02-01T18:17:31.297325
,Football,Lansing Eastern,St Johns,8-47,Processed,2025-02-01T18:17:31.344325
,Football,Lansing Waverly,Lansing Everett,8-48,Processed,2025-02-01T18:17:31.389149
,Football,Lawton,Delton Kellogg,42-6,Processed,2025-02-01T18:17:31.431149
,Football,Livonia Churchill,Westland John Glenn,19-34,Processed,2025-02-01T18:17:31.474666
,Football,Livonia Clarenceville,Royal Oak,7-26,Processed,2025-02-01T18:17:31.515666
,Football,Livonia Stevenson,Dearborn Fordson,14-15,Processed,2025-02-01T18:17:31.560672
,Football,Lucas (OH),Willard (OH),49-19,Processed,2025-02-01T18:17:31.606187
,Football,Madison Heights Bishop Foley,Waterford Our Lady of the Lakes,0-14,Processed,2025-02-01T18:17:31.654353
,Football,Madison Heights Lamphere,Warren Woods Tower,36-0,Processed,2025-02-01T18:17:31.697948
,Football,Madison Heights Madison,Warren Lincoln,8-6,Processed,2025-02-01T18:17:31.746964
,Football,Manchester,Napoleon,36-14,Processed,2025-02-01T18:17:31.797038
,Football,Manistee,Muskegon Orchard View,41-0,Processed,2025-02-01T18:17:31.840678
,Football,Marine City,Center Line,42-6,Processed,2025-02-01T18:17:31.881807
,Football,Marinette (WI),Bonduel (WI),12-47,Processed,2025-02-01T18:17:31.926207
,Football,Marshall,Dowagiac,30-32,Processed,2025-02-01T18:17:31.972574
,Football,Marysville,St Clair Shores South Lake,46-7,Processed,2025-02-01T18:17:32.018062
,Football,"HOMECOMING
Mason County Central",Centreville,26-14,Processed,2025-02-01T18:17:32.063571
,Football,McBain,Roscommon,59-14,Processed,2025-02-01T18:17:32.106580
,Football,Melvindale,Romulus,0-40,Processed,2025-02-01T18:17:32.147577
,Football,Melvindale Academy for Business & Tech,Mount Clemens,0-26,Processed,2025-02-01T18:17:32.187093
,Football,Menominee,Calumet,48-6,Processed,2025-02-01T18:17:32.229094
,Football,Michigan Center,Leslie,31-33,Processed,2025-02-01T18:17:32.268612
,Football,Midland,Bay City Central,49-0,Processed,2025-02-01T18:17:32.312011
,Football,Midland Bullock Creek,Standish-Sterling,0-21,Processed,2025-02-01T18:17:32.354017
,Football,Milan,Grosse Ile,27-0,Processed,2025-02-01T18:17:32.394529
,Football,Monroe,Saline,21-56,Processed,2025-02-01T18:17:32.436530
,Football,Monroe Jefferson,Flat Rock,29-66,Processed,2025-02-01T18:17:32.479370
,Football,Montrose,Otisville LakeVille Memorial,48-0,Processed,2025-02-01T18:17:32.519374
,Football,Morley Stanwood,Central Montcalm,0-49,Processed,2025-02-01T18:17:32.558375
,Football,Morral Ridgedale (OH),McGuffey Upper Scioto Valley (OH),8-38,Processed,2025-02-01T18:17:32.596884
,Football,Morris (IL),LaSalle-Peru (IL),52-14,Processed,2025-02-01T18:17:32.637884
,Football,Mount Pleasant,Traverse City Central,35-14,Processed,2025-02-01T18:17:32.677401
,Football,Mt Morris,Chesaning,23-54,Processed,2025-02-01T18:17:32.719404
,Football,Muskegon,Grand Rapids Forest Hills Northern,47-28,Processed,2025-02-01T18:17:32.761554
,Football,Muskegon Catholic Central,Fruitport,14-35,Processed,2025-02-01T18:17:32.803066
,Football,Muskegon Mona Shores,Byron Center,14-12,Processed,2025-02-01T18:17:32.845063
,Football,Muskegon Oakridge,Ludington,15-31,Processed,2025-02-01T18:17:32.891584
,Football,Muskegon Reeths-Puffer,Grand Rapids Union,48-13,Processed,2025-02-01T18:17:32.941738
,Football,New Lothrop,Birch Run,20-21,Processed,2025-02-01T18:17:32.988255
,Football,Niles,Otsego,56-0,Processed,2025-02-01T18:17:33.033256
,Football,North Branch,Croswell-Lexington,17-21,Processed,2025-02-01T18:17:33.080770
,Football,Northwood (OH),Vanlue (OH),67-8,Processed,2025-02-01T18:17:33.135133
,Football,Oak Park,Birmingham Seaholm,18-28,Processed,2025-02-01T18:17:33.177651
,Football,Okemos,East Lansing,0-51,Processed,2025-02-01T18:17:33.222651
,Football,Olivet,Ionia,14-7,Processed,2025-02-01T18:17:33.264168
,Football,Onsted,Hudson,6-43,Processed,2025-02-01T18:17:33.309168
,Football,Orchard Lake St Mary's,Detroit Catholic Central,22-27,Processed,2025-02-01T18:17:33.354173
,Football,Ortonville Brandon,Lake Fenton,22-28,Processed,2025-02-01T18:17:33.397684
,Football,Ovid-Elsie,Durand,42-7,Processed,2025-02-01T18:17:33.441683
,Football,Oxford,Lake Orion,21-18,Processed,2025-02-01T18:17:33.486199
,Football,Parchment,Watervliet,48-6,Processed,2025-02-01T18:17:33.526199
,Football,Pemberville Eastwood (OH),Maumee (OH),28-15,Processed,2025-02-01T18:17:33.573076
,Football,Perry,Saranac,24-49,Processed,2025-02-01T18:17:33.615367
,Football,Petoskey,Gaylord,20-0,Processed,2025-02-01T18:17:33.660373
,Football,Pinckney,Jackson,7-18,Processed,2025-02-01T18:17:33.700887
,Football,"HOMECOMING
Pinconning",Sanford Meridian,21-14,Processed,2025-02-01T18:17:33.742883
,Football,Pioneer North Central (OH),Richmond Heights (OH),48-6,Processed,2025-02-01T18:17:33.785398
,Football,Pontiac,Auburn Hills Avondale,0-41,Processed,2025-02-01T18:17:33.831398
,Football,Port Huron Northern,Warren Cousino,46-26,Processed,2025-02-01T18:17:33.882215
,Football,Portage Central,Battle Creek Central,38-6,Processed,2025-02-01T18:17:33.935309
,Football,Portage Northern,Battle Creek Lakeview,59-7,Processed,2025-02-01T18:17:33.994075
,Football,Quincy,Sand Creek,14-42,Processed,2025-02-01T18:17:34.049433
,Football,Ravenna,Shelby,56-14,Processed,2025-02-01T18:17:34.096368
,Football,Reed City,Maple City Glen Lake,28-14,Processed,2025-02-01T18:17:34.146961
,Football,Reese,Unionville-Sebewaing,50-38,Processed,2025-02-01T18:17:34.201059
,Football,Richland Gull Lake,St Joseph,0-57,Processed,2025-02-01T18:17:34.254068
,Football,Richmond,Armada,0-42,Processed,2025-02-01T18:17:34.307580
,Football,Riverview,New Boston Huron,51-21,Processed,2025-02-01T18:17:34.354828
,Football,Rochester,Birmingham Groves,7-35,Processed,2025-02-01T18:17:34.400203
,Football,Rochester Adams,Clarkston,28-10,Processed,2025-02-01T18:17:34.448204
,Football,Rochester Hills Lutheran Northwest,Lutheran Westland,30-0,Processed,2025-02-01T18:17:34.497724
,Football,Romeo,Clinton Township Chippewa Valley,35-15,Processed,2025-02-01T18:17:34.546723
,Football,Roseville,Macomb L'Anse Creuse North,56-6,Processed,2025-02-01T18:17:34.598242
,Football,Royal Oak Shrine Catholic,Marine City Cardinal Mooney,7-20,Processed,2025-02-01T18:17:34.645243
,Football,Saginaw Michigan Lutheran Seminary,Saginaw Nouvel Catholic Central,14-23,Processed,2025-02-01T18:17:34.686933
,Football,Saginaw Swan Valley,Bay City John Glenn,49-21,Processed,2025-02-01T18:17:34.733266
,Football,Saginaw Valley Lutheran,Hemlock,19-14,Processed,2025-02-01T18:17:34.775784
,Football,Salem,Hartland,27-34,Processed,2025-02-01T18:17:34.819785
,Football,Shepherd,Ogemaw Heights,12-54,Processed,2025-02-01T18:17:34.862789
,Football,South Lyon,Milford,8-35,Processed,2025-02-01T18:17:34.914831
,Football,South Lyon East,Waterford Kettering,41-8,Processed,2025-02-01T18:17:34.971032
,Football,Southfield Bradford Academy,Detroit Lincoln-King,0-1 Forfeit,Processed,2025-02-01T18:17:35.022030
,Football,Sparta,Coopersville,21-42,Processed,2025-02-01T18:17:35.072548
,Football,St Clair Shores Lake Shore,Warren Fitzgerald,13-28,Processed,2025-02-01T18:17:35.121549
,Football,St Clair Shores Lakeview,Utica,35-14,Processed,2025-02-01T18:17:35.174074
,Football,St John Lake Central (IN),LaPorte (IN),24-12,Processed,2025-02-01T18:17:35.225078
,Football,Sterling Heights Parkway Christian,Redford Westfield Prep,6-26,Processed,2025-02-01T18:17:35.274589
,Football,Sterling Heights Stevenson,Macomb Dakota,9-24,Processed,2025-02-01T18:17:35.320589
,Football,Stockbridge,Springport,36-47,Processed,2025-02-01T18:17:35.367110
,Football,Sturgis,Plainwell,6-42,Processed,2025-02-01T18:17:35.417112
,Football,Tawas,Benzie Central,14-20,Processed,2025-02-01T18:17:35.468245
,Football,Taylor,Southgate Anderson,6-22,Processed,2025-02-01T18:17:35.516248
,Football,Tecumseh,Adrian,20-10,Processed,2025-02-01T18:17:35.565483
,Football,Temperance Bedford,Ann Arbor Pioneer,49-14,Processed,2025-02-01T18:17:35.612484
,Football,Toledo Ottawa Hills (OH),Erie Mason,59-0,Processed,2025-02-01T18:17:35.653488
,Football,Toledo St Francis De Sales (OH),Toledo St John's Jesuit (OH-2),44-30,Processed,2025-02-01T18:17:35.692998
,Football,Toledo Whitmer (OH),Sylvania Southview (OH),63-12,Processed,2025-02-01T18:17:35.730997
,Football,Toronto St Michaels College School (CN),Toronto Northern Secondary (CN),13-8,Processed,2025-02-01T18:17:35.769513
,Football,Traverse City West,Grand Blanc,0-31,Processed,2025-02-01T18:17:35.815512
,Football,Troy,Pontiac Notre Dame Prep,28-52,Processed,2025-02-01T18:17:35.869560
,Football,Ubly,Marlette,30-0,Processed,2025-02-01T18:17:35.926560
,Football,Union City,Vermontville Maple Valley,48-0,Processed,2025-02-01T18:17:35.990814
,Football,Utica Eisenhower,New Baltimore Anchor Bay,30-12,Processed,2025-02-01T18:17:36.048196
,Football,Vicksburg,Paw Paw,7-34,Processed,2025-02-01T18:17:36.106456
,Football,Walkterton John Glenn (IN),Knox (IN),7-26,Processed,2025-02-01T18:17:36.162077
,Football,Walled Lake Western,Walled Lake Northern,63-0,Processed,2025-02-01T18:17:36.212210
,Football,Warren De La Salle Collegiate,Toledo Central Catholic (OH),6-41,Processed,2025-02-01T18:17:36.260960
,Football,Warren Mott,Utica Ford,23-0,Processed,2025-02-01T18:17:36.309159
,Football,Wauseon (OH),Metamora Evergreen (OH),7-3,Processed,2025-02-01T18:17:36.362883
,Football,Wayne Memorial,Livonia Franklin,0-44,Processed,2025-02-01T18:17:36.425962
,Football,West Bloomfield,Southfield Arts & Technology,44-0,Processed,2025-02-01T18:17:36.483112
,Football,West Iron County,Iron Mountain,12-49,Processed,2025-02-01T18:17:36.532926
,Football,West Unity Hilltop (OH),Petersburg Summerfield,12-34,Processed,2025-02-01T18:17:36.580771
,Football,White Cloud,Lakeview,13-46,Processed,2025-02-01T18:17:36.630948
,Football,White Lake Lakeland,Walled Lake Central,61-13,Processed,2025-02-01T18:17:36.679677
,Football,White Pigeon,Decatur,14-6,Processed,2025-02-01T18:17:36.729676
,Football,Whitehall,Montague,42-7,Processed,2025-02-01T18:17:36.777762
,Football,Whitehouse Anthony Wayne (OH),Toledo Start (OH),48-12,Processed,2025-02-01T18:17:36.829257
,Football,Whitmore Lake,Burton Bentley,48-18,Processed,2025-02-01T18:17:36.883659
,Football,Worthington Thomas Worthington (OH),Pickerington North (OH),7-63,Processed,2025-02-01T18:17:36.938023
,Football,Wyandotte Roosevelt,Gibraltar Carlson,0-42,Processed,2025-02-01T18:17:36.997362
,Football,Wyoming Godwin Heights,Comstock Park,35-18,Processed,2025-02-01T18:17:37.050645
,Football,Zeeland West,Zeeland East,28-13,Processed,2025-02-01T18:17:37.104548
,Football,Detroit University Prep Science & Math,Detroit Edison,12-33,Processed,2025-02-01T18:17:37.168624
,Football,"Detroit Voyageur College Prep
Sweet Blue Alumni Night",Harper Woods Chandler Park,30-22 (OT),Processed,2025-02-01T18:17:37.236621
,Football,Howard City Tri County,Newaygo,38-42,Processed,2025-02-01T18:17:37.287772
,Football,Lowell,Marquette,61-14,Processed,2025-02-01T18:17:37.362780
,Football,Detroit Central,Detroit Osborn,59-0,Processed,2025-02-01T18:17:37.443096
,Football,Detroit Cody,Detroit Denby,6-40,Processed,2025-02-01T18:17:37.524625
