Alias_Name,GameCount,Standardized_Name
Southwest Star Concept (MN),8,Heron Lake Southwest Star Concept (MN)
Heron Lake-Okabena (MN),117,Heron Lake-Okabena (MN)
Hibbing (MN),422,Hibbing (MN)
Hill City (MN),356,Hill City (MN)
Hill City Northland (MN),9,Hill City-Northland (MN)
Hill City-Northland (MN),46,Hill City-Northland (MN)
Hills Beaver (MN),18,Hills-Beaver Creek (MN)
Hills-Beaver Creek (MN),407,Hills-Beaver Creek (MN)
Hinckley (MN),133,Hinckley (MN)
Hinckley Finlayson (MN),17,Hinckley-Finlayson (MN)
Hinckley-Finlayson (MN),208,Hinckley-Finlayson (MN)
Hoffman-Kensington (MN),123,Hoffman-Kensington (MN)
Holdingford (MN),522,Holdingford (MN)
Houston (MN),463,Houston (MN)
Howard Lake (MN),56,Howard Lake (MN)
Howard Lake Howard Lake (MN),19,Howard Lake (MN)
Howard Lake-Waverley (MN),14,Howard Lake-Waverly (MN)
Howard Lake-Waverly (MN),150,Howard Lake-Waverly (MN)
Howard Lake-Waverly-Winsted (MN),252,Howard Lake-Waverly-Winsted (MN)
Humboldt (MN),104,Humboldt (MN)
Hutchinson (MN),689,Hutchinson (MN)
International Falls (MN),517,International Falls (MN)
Inver Grove Heights Simley (MN),506,Inver Grove Heights Simley (MN)
Iron Cherry (MN),377,Iron Cherry (MN)
Isle (MN),334,Isle (MN)
Ivanhoe (MN),174,Ivanhoe (MN)
Jackson (MN),242,Jackson (MN)
Jackson County (MN),18,Jackson County Central (MN)
Jackson County Central (MN),415,Jackson County Central (MN)
Janesville (MN),157,Janesville (MN)
Janesville Waldorf Pemberton (MN),1,Janesville-Waldorf-Pemberton (MN)
Janesville-Waldorf-Pemberton (MN),297,Janesville-Waldorf-Pemberton (MN)
Jasper (MN),136,Jasper (MN)
Jordan (MN),484,Jordan (MN)
Karlstad (MN),56,Karlstad Tri-County (MN)
Karlstad Tri-County (MN),88,Karlstad Tri-County (MN)
Kasson Mantorville (MN),19,Kasson-Mantorville (MN)
Kasson-Mantorville (MN),687,Kasson-Mantorville (MN)
Kennedy (MN),147,Kennedy (MN)
Kenyon (MN),142,Kenyon (MN)
Kenyon Wanamingo (MN),13,Kenyon-Wanamingo (MN)
Kenyon-Wanamingo (MN),324,Kenyon-Wanamingo (MN)
Kerkhoven Murdock (MN),18,Kerkhoven-Murdock (MN)
Kerkhoven-Murdock (MN),1,Kerkhoven-Murdock (MN)
