Alias_Name,GameCount,Standardized_Name
Shell Lake (WI),418,Shell Lake (WI)
Shiocton (WI),501,Shiocton (WI)
Shorewood (WI),293,Shorewood (WI)
Shullsburg (WI),398,Shullsburg (WI)
Siren (WI),392,Siren (WI)
Slinger (WI),506,Slinger (WI)
Soldiers Grove North Crawford (WI),473,Soldiers Grove North Crawford (WI)
Somers Shoreland Lutheran (WI),243,Somers Shoreland Lutheran (WI)
Somerset (WI),622,Somerset (WI)
South Milwaukee (WI),558,South Milwaukee (WI)
South Wayne Black Hawk (WI),455,South Wayne Black Hawk (WI)
Sparta (WI),524,Sparta (WI)
Spencer (WI),242,Spencer (WI)
Spencer Columbus (WI),18,Spencer-Columbus Catholic (WI)
Spencer-Columbus Catholic (WI),203,Spencer-Columbus Catholic (WI)
Spooner (WI),466,Spooner (WI)
Spring Green River Valley (WI),526,Spring Green River Valley (WI)
Spring Valley (WI),506,Spring Valley (WI)
Stanley Boyd (WI),21,Stanley-Boyd (WI)
Stanley-Boyd (WI),529,Stanley-Boyd (WI)
Stevens Point (WI),680,Stevens Point (WI)
Stevens Point Pacelli (WI),359,Stevens Point Pacelli (WI)
Stockbridge (WI),116,Stockbridge (WI)
Stoughton (WI),531,Stoughton (WI)
Stratford (WI),582,Stratford (WI)
Sturgeon Bay (WI),491,Sturgeon Bay (WI)
Sturgeon Bay Sevastopol (WI),271,Sturgeon Bay Sevastopol (WI)
SunPrairie (WI),524,SunPrairie (WI)
Superior Central (WI),766,Superior Central (WI)
Suring (WI),369,Suring (WI)
Sussex Hamilton (WI),498,Sussex Hamilton (WI)
Thorp (WI),488,Thorp (WI)
Three Lakes (WI),219,Three Lakes (WI)
Tigerton (WI),274,Tigerton (WI)
Tomah (WI),537,Tomah (WI)
Tomahawk (WI),412,Tomahawk (WI)
Tony Flambeau (WI),402,Tony Flambeau (WI)
Turtle Lake (WI),450,Turtle Lake (WI)
Two Rivers (WI),515,Two Rivers (WI)
Union Grove (WI),476,Union Grove (WI)
Valders (WI),464,Valders (WI)
Verona (WI),591,Verona (WI)
Viola Kickapoo (WI),298,Viola Kickapoo (WI)
Viola Kickapoo La (WI),11,Viola Kickapoo-La Farge (WI)
Viola Kickapoo-La Farge (WI),176,Viola Kickapoo-La Farge (WI)
Viroqua (WI),508,Viroqua (WI)
Viroqua-Cornerstone Christian Academy-Youth Initiative (WI),9,Viroqua-Cornerstone Christian Academy-Youth Initiatve (WI)
